D,5003163,40027,0.00,2.80,,20231030,20991231
D,5003163,10026,0.00,2.80,,20231030,20991231
D,5003163,99032,0.00,2.80,,20231030,20991231
A,5003164,40027,0.00,4.95,,20231128,20991231
A,5003164,10026,0.00,4.95,,20231128,20991231
A,5003164,99032,0.00,4.95,,20231128,20991231
A,5003164,30026,0.00,4.95,,20231128,20991231
A,5003164,99065,5.40,0.00,,20231128,20991231
A,5003164,20053,0.00,4.95,,20231128,20991231
A,5003165,99032,0.00,1.68,,20231030,20991231
A,5003165,30026,0.00,1.68,,20231030,20991231
A,5003165,99065,1.80,0.00,,20231030,20991231
A,5003165,20053,0.00,1.68,,20231030,20991231
A,5003165,40027,0.00,1.68,,20231030,20991231
A,5003165,10026,0.00,1.68,,20231030,20991231
A,5003166,99065,1.80,0.00,,20231030,20991231
A,5003166,20053,0.00,1.68,,20231030,20991231
A,5003166,40027,0.00,1.68,,20231030,20991231
A,5003166,10026,0.00,1.68,,20231030,20991231
A,5003166,99032,0.00,1.68,,20231030,20991231
A,5003166,30026,0.00,1.68,,20231030,20991231
D,5003167,10026,0.00,2.80,,20231030,20991231
D,5003167,99032,0.00,2.80,,20231030,20991231
D,5003167,30026,0.00,2.80,,20231030,20991231
D,5003167,99065,3.00,0.00,,20231030,20991231
D,5003167,20053,0.00,2.80,,20231030,20991231
D,5003167,40027,0.00,2.80,,20231030,20991231
D,5003168,99032,0.00,2.80,,20231030,20991231
D,5003168,30026,0.00,2.80,,20231030,20991231
D,5003168,99065,3.00,0.00,,20231030,20991231
D,5003168,20053,0.00,2.80,,20231030,20991231
D,5003168,40027,0.00,2.80,,20231030,20991231
D,5003168,10026,0.00,2.80,,20231030,20991231
D,5003169,99065,5.10,0.00,,20231115,20991231
D,5003169,20053,0.00,4.77,,20231115,20991231
D,5003169,40027,0.00,4.77,,20231115,20991231
D,5003169,10026,0.00,4.77,,20231115,20991231
D,5003169,99032,0.00,4.77,,20231115,20991231
D,5003169,30026,0.00,4.77,,20231115,20991231
D,5003170,10026,0.00,5.05,,20231030,20991231
D,5003170,99032,0.00,5.05,,20231030,20991231
D,5003170,30026,0.00,5.05,,20231030,20991231
D,5003170,99065,5.40,0.00,,20231030,20991231
D,5003170,20053,0.00,5.05,,20231030,20991231
D,5003170,40027,0.00,5.05,,20231030,20991231
D,5003171,99032,0.00,2.34,,20231030,20991231
D,5003171,30026,0.00,2.34,,20231030,20991231
D,5003171,99065,3.00,0.00,,20231030,20991231
D,5003171,20053,0.00,2.34,,20231030,20991231
D,5003171,40027,0.00,2.34,,20231030,20991231
D,5003171,10026,0.00,2.34,,20231030,20991231
D,5003172,99065,4.20,0.00,,20231030,20991231
D,5003172,20053,0.00,3.93,,20231030,20991231
D,5003172,40027,0.00,3.93,,20231030,20991231
D,5003172,10026,0.00,3.93,,20231030,20991231
D,5003172,99032,0.00,3.93,,20231030,20991231
D,5003172,30026,0.00,3.93,,20231030,20991231
A,5003173,10026,0.00,3.12,,20231128,20991231
A,5003173,99032,0.00,3.12,,20231128,20991231
A,5003173,30026,0.00,3.12,,20231128,20991231
A,5003173,89306,3.40,0.00,,20231128,20991231
A,5003173,99065,3.40,0.00,,20231128,20991231
A,5003173,20053,0.00,3.12,,20231128,20991231
A,5003173,40027,0.00,3.12,,20231128,20991231
A,5003174,99032,0.00,13.21,,20231128,20991231
A,5003174,30026,0.00,13.21,,20231128,20991231
A,5003174,89306,14.40,0.00,,20231128,20991231
A,5003174,99065,14.40,0.00,,20231128,20991231
A,5003174,20053,0.00,13.21,,20231128,20991231
A,5003174,40027,0.00,13.21,,20231128,20991231
A,5003174,10026,0.00,13.21,,20231128,20991231
D,5003175,99065,3.15,0.00,,20230928,20991231
D,5003175,20053,0.00,2.99,,20230301,20991231
D,5003175,10026,0.00,2.99,,20230301,20991231
D,5003175,99032,0.00,2.99,,20230329,20991231
D,5003175,30026,0.00,2.99,,20230301,20991231
A,5003176,89306,8.80,0.00,,20231127,20991231
A,5003176,10026,0.00,8.22,,20231127,20991231
A,5003176,40027,0.00,8.22,,20231127,20991231
A,5003176,99032,0.00,8.22,,20231127,20991231
A,5003176,30026,0.00,8.22,,20231127,20991231
A,5003176,99065,8.80,0.00,,20231127,20991231
A,5003176,20053,0.00,8.22,,20231127,20991231
A,5003177,99032,0.00,8.72,,20231128,20991231
A,5003177,30026,0.00,8.72,,20231128,20991231
A,5003177,99065,9.50,0.00,,20231128,20991231
A,5003177,20053,0.00,8.72,,20231128,20991231
A,5003177,89306,9.50,0.00,,20231128,20991231
A,5003177,10026,0.00,8.72,,20231128,20991231
A,5003177,40027,0.00,8.72,,20231128,20991231
A,5003178,99065,9.90,0.00,,20230928,20991231
D,5003179,20053,0.00,20.89,,20230606,20991231
D,5003179,10026,0.00,20.89,,20230606,20991231
D,5003179,99065,22.35,0.00,,20230928,20991231
D,5003179,99032,0.00,20.89,,20230606,20991231
D,5003179,30026,0.00,20.89,,20230606,20991231
D,5003180,10026,0.00,66.17,,20230512,20991231
D,5003180,99065,70.80,0.00,,20230928,20991231
D,5003180,99032,0.00,66.17,,20230512,20991231
D,5003180,30026,0.00,66.17,,20230512,20991231
D,5003180,20053,0.00,66.17,,20230512,20991231
D,5003181,99032,0.00,12.24,,20230606,20991231
D,5003181,30026,0.00,12.24,,20230606,20991231
D,5003181,20053,0.00,12.24,,20230606,20991231
D,5003181,10026,0.00,12.24,,20230606,20991231
D,5003181,99065,13.10,0.00,,20230928,20991231
D,5003182,20053,0.00,12.24,,20230606,20991231
D,5003182,10026,0.00,12.24,,20230606,20991231
D,5003182,99065,13.10,0.00,,20230928,20991231
D,5003182,99032,0.00,12.24,,20230606,20991231
D,5003182,30026,0.00,12.24,,20230606,20991231
D,5003183,99065,10.70,0.00,,20230928,20991231
D,5003183,99032,0.00,10.00,,20230606,20991231
D,5003183,30026,0.00,10.00,,20230606,20991231
D,5003183,20053,0.00,10.00,,20230606,20991231
D,5003183,10026,0.00,10.00,,20230606,20991231
D,5003184,99032,0.00,10.00,,20230606,20991231
D,5003184,30026,0.00,10.00,,20230606,20991231
D,5003184,20053,0.00,10.00,,20230606,20991231
D,5003184,10026,0.00,10.00,,20230606,20991231
D,5003184,99065,10.70,0.00,,20230928,20991231
D,5003185,20053,0.00,13.36,,20230606,20991231
D,5003185,10026,0.00,13.36,,20230606,20991231
D,5003185,99065,14.30,0.00,,20230928,20991231
D,5003185,99032,0.00,13.36,,20230606,20991231
D,5003185,30026,0.00,13.36,,20230606,20991231
D,5003186,99065,14.30,0.00,,20230928,20991231
D,5003186,99032,0.00,13.36,,20230329,20991231
D,5003186,30026,0.00,13.36,,20230328,20991231
D,5003186,20053,0.00,13.36,,20230328,20991231
D,5003186,10026,0.00,13.36,,20230328,20991231
A,5003187,99032,0.00,8.07,,20231128,20991231
A,5003187,30026,0.00,8.07,,20231128,20991231
A,5003187,89306,8.80,0.00,,20231128,20991231
A,5003187,20053,0.00,8.07,,20231128,20991231
A,5003187,40027,0.00,8.07,,20231128,20991231
A,5003187,10026,0.00,8.07,,20231128,20991231
A,5003187,99065,8.80,0.00,,20231128,20991231
D,5003188,20053,0.00,7.94,,20230124,20991231
D,5003188,10026,0.00,7.94,,20221209,20991231
D,5003188,99065,8.50,0.00,,20230928,20991231
D,5003188,99032,0.00,7.94,,20230329,20991231
D,5003188,30026,0.00,7.94,,20221209,20991231
D,5003189,99065,4.20,0.00,,20230928,20991231
A,5003190,89306,15.40,0.00,,20231128,20991231
A,5003190,40027,0.00,14.13,,20231128,20991231
A,5003190,99032,0.00,14.13,,20231128,20991231
A,5003190,30026,0.00,14.13,,20231128,20991231
A,5003190,20053,0.00,14.13,,20231128,20991231
A,5003190,99065,15.40,0.00,,20231128,20991231
A,5003190,10026,0.00,14.13,,20231128,20991231
A,5003191,30026,0.00,11.11,,20231127,20991231
A,5003191,20053,0.00,11.11,,20231127,20991231
A,5003191,99065,12.00,0.00,,20231127,20991231
A,5003191,10026,0.00,11.11,,20231127,20991231
A,5003191,89306,12.00,0.00,,20231127,20991231
A,5003191,40027,0.00,11.11,,20231127,20991231
A,5003191,99032,0.00,11.11,,20231127,20991231
A,5003192,20053,0.00,9.45,,20231128,20991231
A,5003192,99065,10.30,0.00,,20231128,20991231
A,5003192,10026,0.00,9.45,,20231128,20991231
A,5003192,89306,10.30,0.00,,20231128,20991231
A,5003192,40027,0.00,9.45,,20231128,20991231
A,5003192,99032,0.00,9.45,,20231128,20991231
A,5003192,30026,0.00,9.45,,20231128,20991231
D,5003193,99032,0.00,8.41,,20230329,20991231
D,5003193,30026,0.00,8.41,,20221209,20991231
D,5003193,20053,0.00,8.41,,20230124,20991231
D,5003193,99065,9.00,0.00,,20230928,20991231
D,5003193,10026,0.00,8.41,,20221209,20991231
A,5003194,30026,0.00,3.58,,20231128,20991231
A,5003194,40027,0.00,3.58,,20231128,20991231
A,5003194,20053,0.00,3.58,,20231128,20991231
A,5003194,99065,3.90,0.00,,20231128,20991231
A,5003194,10026,0.00,3.58,,20231128,20991231
A,5003194,99032,0.00,3.58,,20231128,20991231
A,5003194,89306,3.90,0.00,,20231128,20991231
D,5003195,20053,0.00,10.47,,20230918,20991231
D,5003195,99065,11.15,0.00,,20230928,20991231
D,5003195,10026,0.00,10.47,,20230918,20991231
D,5003195,99032,0.00,10.47,,20230918,20991231
D,5003195,30026,0.00,10.47,,20230918,20991231
D,5003195,40027,0.00,10.47,,20230918,20991231
A,5003196,99032,0.00,12.66,,20231128,20991231
A,5003196,30026,0.00,12.66,,20231128,20991231
A,5003196,40027,0.00,12.66,,20231128,20991231
A,5003196,89306,13.80,0.00,,20231128,20991231
A,5003196,20053,0.00,12.66,,20231128,20991231
A,5003196,99065,13.80,0.00,,20231128,20991231
A,5003196,10026,0.00,12.66,,20231128,20991231
D,5003197,30026,0.00,11.60,,20221209,20991231
D,5003197,20053,0.00,11.60,,20230124,20991231
D,5003197,99065,12.40,0.00,,20230928,20991231
D,5003197,10026,0.00,11.60,,20221209,20991231
D,5003197,99032,0.00,11.60,,20230329,20991231
A,5003198,40027,0.00,1.20,,20231127,20991231
A,5003198,99065,1.20,0.00,,20231127,20991231
A,5003198,10026,0.00,1.20,,20231127,20991231
A,5003198,89306,1.20,0.00,,20231127,20991231
A,5003198,99032,0.00,1.20,,20231127,20991231
A,5003198,30026,0.00,1.20,,20231127,20991231
A,5003198,20053,0.00,1.20,,20231127,20991231
D,5003199,99065,7.50,0.00,,20230928,20991231
A,5003200,99032,0.00,13.76,,20231128,20991231
A,5003200,30026,0.00,13.76,,20231128,20991231
A,5003200,99065,15.00,0.00,,20231128,20991231
A,5003200,20053,0.00,13.76,,20231128,20991231
A,5003200,40027,0.00,13.76,,20231128,20991231
A,5003200,10026,0.00,13.76,,20231128,20991231
A,5003201,99065,17.60,0.00,,20231128,20991231
A,5003201,20053,0.00,16.15,,20231128,20991231
A,5003201,40027,0.00,16.15,,20231128,20991231
A,5003201,10026,0.00,16.15,,20231128,20991231
A,5003201,99032,0.00,16.15,,20231128,20991231
A,5003201,89306,17.60,0.00,,20231128,20991231
A,5003201,30026,0.00,16.15,,20231128,20991231
A,5003202,40027,0.00,8.17,,20231128,20991231
A,5003202,10026,0.00,8.17,,20231128,20991231
A,5003202,99032,0.00,8.17,,20231128,20991231
A,5003202,30026,0.00,8.17,,20231128,20991231
A,5003202,99065,8.90,0.00,,20231128,20991231
A,5003202,20053,0.00,8.17,,20231128,20991231
A,5003203,99032,0.00,7.34,,20231128,20991231
A,5003203,30026,0.00,7.34,,20231128,20991231
A,5003203,99065,8.00,0.00,,20231128,20991231
A,5003203,89306,8.00,0.00,,20231128,20991231
A,5003203,20053,0.00,7.34,,20231128,20991231
A,5003203,40027,0.00,7.34,,20231128,20991231
A,5003203,10026,0.00,7.34,,20231128,20991231
A,5003204,99065,6.30,0.00,,20231128,20991231
A,5003204,20053,0.00,5.78,,20231128,20991231
A,5003204,40027,0.00,5.78,,20231128,20991231
A,5003204,10026,0.00,5.78,,20231128,20991231
A,5003204,99032,0.00,5.78,,20231128,20991231
A,5003204,30026,0.00,5.78,,20231128,20991231
A,5003205,40027,0.00,7.34,,20231128,20991231
A,5003205,10026,0.00,7.34,,20231128,20991231
A,5003205,89306,8.00,0.00,,20231128,20991231
A,5003205,99032,0.00,7.34,,20231128,20991231
A,5003205,30026,0.00,7.34,,20231128,20991231
A,5003205,99065,8.00,0.00,,20231128,20991231
A,5003205,20053,0.00,7.34,,20231128,20991231
D,5003206,99065,7.50,0.00,,20230928,20991231
A,5003208,99065,5.90,0.00,,20231128,20991231
A,5003208,99032,0.00,5.41,,20231128,20991231
A,5003208,30026,0.00,5.41,,20231128,20991231
A,5003208,20053,0.00,5.41,,20231128,20991231
A,5003208,40027,0.00,5.41,,20231128,20991231
A,5003208,10026,0.00,5.41,,20231128,20991231
A,5003208,89306,5.90,0.00,,20231128,20991231
A,5003209,20053,0.00,3.49,,20231128,20991231
A,5003209,40027,0.00,3.49,,20231128,20991231
A,5003209,10026,0.00,3.49,,20231128,20991231
A,5003209,89306,3.80,0.00,,20231128,20991231
A,5003209,99065,3.80,0.00,,20231128,20991231
A,5003209,99032,0.00,3.49,,20231128,20991231
A,5003209,30026,0.00,3.49,,20231128,20991231
A,5003210,40027,0.00,9.91,,20231128,20991231
A,5003210,10026,0.00,9.91,,20231128,20991231
A,5003210,89306,10.80,0.00,,20231128,20991231
A,5003210,99065,10.80,0.00,,20231128,20991231
A,5003210,99032,0.00,9.91,,20231128,20991231
A,5003210,30026,0.00,9.91,,20231128,20991231
A,5003210,20053,0.00,9.91,,20231128,20991231
A,5003211,99065,10.00,0.00,,20230927,20991231
A,5003211,99032,0.00,9.35,,20230329,20991231
A,5003211,30026,0.00,9.35,,20221209,20991231
A,5003211,20053,0.00,9.35,,20230124,20991231
A,5003211,40027,0.00,9.35,,20230329,20991231
A,5003211,10026,0.00,9.35,,20221209,20991231
A,5003211,89306,10.00,0.00,,20230124,20991231
A,5003212,20053,0.00,28.44,,20231128,20991231
A,5003212,40027,0.00,28.44,,20231128,20991231
A,5003212,10026,0.00,28.44,,20231128,20991231
A,5003212,89306,31.00,0.00,,20231128,20991231
A,5003212,99065,31.00,0.00,,20231128,20991231
A,5003212,99032,0.00,28.44,,20231128,20991231
A,5003212,30026,0.00,28.44,,20231128,20991231
A,5003213,40027,0.00,12.84,,20231128,20991231
A,5003213,10026,0.00,12.84,,20231128,20991231
A,5003213,89306,14.00,0.00,,20231128,20991231
A,5003213,99065,14.00,0.00,,20231128,20991231
A,5003213,99032,0.00,12.84,,20231128,20991231
A,5003213,30026,0.00,12.84,,20231128,20991231
A,5003213,20053,0.00,12.84,,20231128,20991231
A,5003214,99032,0.00,7.34,,20231128,20991231
A,5003214,30026,0.00,7.34,,20231128,20991231
A,5003214,20053,0.00,7.34,,20231128,20991231
A,5003214,40027,0.00,7.34,,20231128,20991231
A,5003214,10026,0.00,7.34,,20231128,20991231
A,5003214,89306,8.00,0.00,,20231128,20991231
A,5003214,99065,8.00,0.00,,20231128,20991231
A,5003215,20053,0.00,5.78,,20231128,20991231
A,5003215,40027,0.00,5.78,,20231128,20991231
A,5003215,10026,0.00,5.78,,20231128,20991231
A,5003215,99065,6.30,0.00,,20231128,20991231
A,5003215,99032,0.00,5.78,,20231128,20991231
A,5003215,30026,0.00,5.78,,20231128,20991231
A,5003216,10026,0.00,7.71,,20231128,20991231
A,5003216,99065,8.40,0.00,,20231128,20991231
A,5003216,99032,0.00,7.71,,20231128,20991231
A,5003216,30026,0.00,7.71,,20231128,20991231
A,5003216,89306,8.40,0.00,,20231128,20991231
A,5003216,20053,0.00,7.71,,20231128,20991231
A,5003216,40027,0.00,7.71,,20231128,20991231
D,5003217,99032,0.00,4.67,,20230329,20991231
D,5003217,30026,0.00,4.67,,20221209,20991231
D,5003217,89306,5.00,0.00,,20230124,20991231
D,5003217,20053,0.00,4.67,,20230124,20991231
D,5003217,40027,0.00,4.67,,20230329,20991231
D,5003217,10026,0.00,4.67,,20221209,20991231
A,5003218,20053,0.00,2.34,,20230124,20991231
A,5003218,10026,0.00,2.34,,20221209,20991231
A,5003218,99032,0.00,2.34,,20230329,20991231
A,5003218,30026,0.00,2.34,,20221209,20991231
A,5003219,40027,0.00,7.43,,20231128,20991231
A,5003219,99032,0.00,7.43,,20231128,20991231
A,5003219,30026,0.00,7.43,,20231128,20991231
A,5003219,20053,0.00,7.43,,20231128,20991231
A,5003219,89306,8.10,0.00,,20231128,20991231
A,5003219,99065,8.10,0.00,,20231128,20991231
A,5003219,10026,0.00,7.43,,20231128,20991231
D,5003220,99032,0.00,5.51,,20230329,20991231
D,5003220,30026,0.00,5.51,,20221209,20991231
D,5003220,20053,0.00,5.51,,20230124,20991231
D,5003220,99065,5.90,0.00,,20230928,20991231
D,5003220,10026,0.00,5.51,,20221209,20991231
D,5003221,20053,0.00,0.37,,20230124,20991231
D,5003221,99065,0.40,0.00,,20230928,20991231
D,5003221,10026,0.00,0.37,,20221209,20991231
D,5003221,99032,0.00,0.37,,20230329,20991231
D,5003221,30026,0.00,0.37,,20221209,20991231
D,5003222,99065,8.30,0.00,,20230928,20991231
D,5003223,99032,0.00,7.48,,20230329,20991231
D,5003223,30026,0.00,7.48,,20221209,20991231
D,5003223,89306,8.00,0.00,,20230124,20991231
D,5003223,20053,0.00,7.48,,20230124,20991231
D,5003223,40027,0.00,7.48,,20230329,20991231
D,5003223,10026,0.00,7.48,,20221209,20991231
A,5003224,99032,0.00,12.48,,20231128,20991231
A,5003224,30026,0.00,12.48,,20231128,20991231
A,5003224,89306,13.60,0.00,,20231128,20991231
A,5003224,20053,0.00,12.48,,20231128,20991231
A,5003224,99065,13.60,0.00,,20231128,20991231
A,5003224,40027,0.00,12.48,,20231128,20991231
A,5003224,10026,0.00,12.48,,20231128,20991231
A,5003225,20053,0.00,6.54,,20230124,20991231
A,5003225,99065,7.00,0.00,,20230928,20991231
A,5003225,10026,0.00,6.54,,20221209,20991231
A,5003225,99032,0.00,6.54,,20230329,20991231
A,5003225,30026,0.00,6.54,,20221209,20991231
A,5003226,40027,0.00,8.07,,20231128,20991231
A,5003226,99032,0.00,8.07,,20231128,20991231
A,5003226,30026,0.00,8.07,,20231128,20991231
A,5003226,20053,0.00,8.07,,20231128,20991231
A,5003226,89306,8.80,0.00,,20231128,20991231
A,5003226,99065,8.80,0.00,,20231128,20991231
A,5003226,10026,0.00,8.07,,20231128,20991231
A,5003227,30026,0.00,4.95,,20231128,20991231
A,5003227,20053,0.00,4.95,,20231128,20991231
A,5003227,99065,5.40,0.00,,20231128,20991231
A,5003227,10026,0.00,4.95,,20231128,20991231
A,5003227,40027,0.00,4.95,,20231128,20991231
A,5003227,99032,0.00,4.95,,20231128,20991231
D,5003228,20053,0.00,4.11,,20230619,20991231
D,5003228,99065,4.40,0.00,,20230928,20991231
D,5003228,10026,0.00,4.11,,20230619,20991231
D,5003228,99032,0.00,4.11,,20230619,20991231
D,5003228,30026,0.00,4.11,,20230619,20991231
A,5003229,99032,0.00,10.47,,20230503,20991231
A,5003229,30026,0.00,10.47,,20230503,20991231
A,5003229,20053,0.00,10.47,,20230503,20991231
A,5003229,99065,11.15,0.00,,20230928,20991231
A,5003229,10026,0.00,10.47,,20230503,20991231
A,5003230,30026,0.00,3.30,,20231128,20991231
A,5003230,20053,0.00,3.30,,20231128,20991231
A,5003230,89306,3.60,0.00,,20231128,20991231
A,5003230,99065,3.60,0.00,,20231128,20991231
A,5003230,10026,0.00,3.30,,20231128,20991231
A,5003230,40027,0.00,3.30,,20231128,20991231
A,5003230,99032,0.00,3.30,,20231128,20991231
A,5003231,20053,0.00,6.88,,20231128,20991231
A,5003231,89306,7.50,0.00,,20231128,20991231
A,5003231,99065,7.50,0.00,,20231128,20991231
A,5003231,10026,0.00,6.88,,20231128,20991231
A,5003231,40027,0.00,6.88,,20231128,20991231
A,5003231,99032,0.00,6.88,,20231128,20991231
A,5003231,30026,0.00,6.88,,20231128,20991231
A,5003232,99032,0.00,12.39,,20231128,20991231
A,5003232,30026,0.00,12.39,,20231128,20991231
A,5003232,20053,0.00,12.39,,20231128,20991231
A,5003232,89306,13.50,0.00,,20231128,20991231
A,5003232,99065,13.50,0.00,,20231128,20991231
A,5003232,10026,0.00,12.39,,20231128,20991231
A,5003232,40027,0.00,12.39,,20231128,20991231
A,5003233,30026,0.00,8.17,,20231128,20991231
A,5003233,20053,0.00,8.17,,20231128,20991231
A,5003233,89306,8.90,0.00,,20231128,20991231
A,5003233,99065,8.90,0.00,,20231128,20991231
A,5003233,10026,0.00,8.17,,20231128,20991231
A,5003233,40027,0.00,8.17,,20231128,20991231
A,5003233,99032,0.00,8.17,,20231128,20991231
D,5003234,99065,4.50,0.00,,20230928,20991231
D,5003234,10026,0.00,4.21,,20230707,20991231
D,5003234,99032,0.00,4.21,,20230707,20991231
D,5003234,30026,0.00,4.21,,20230707,20991231
D,5003234,20053,0.00,4.21,,20230707,20991231
A,5003235,89306,7.90,0.00,,20231128,20991231
A,5003235,40027,0.00,7.25,,20231128,20991231
A,5003235,99032,0.00,7.25,,20231128,20991231
A,5003235,30026,0.00,7.25,,20231128,20991231
A,5003235,20053,0.00,7.25,,20231128,20991231
A,5003235,99065,7.90,0.00,,20231128,20991231
A,5003235,10026,0.00,7.25,,20231128,20991231
D,5003236,99065,7.80,0.00,,20230928,20991231
D,5003237,99065,4.40,0.00,,20230928,20991231
D,5003237,20053,0.00,4.11,,20230124,20991231
D,5003237,10026,0.00,4.11,,20221209,20991231
D,5003237,40027,0.00,4.11,,20230329,20991231
D,5003237,99032,0.00,4.11,,20230329,20991231
D,5003237,30026,0.00,4.11,,20221209,20991231
A,5003238,10026,0.00,10.37,,20231128,20991231
A,5003238,40027,0.00,10.37,,20231128,20991231
A,5003238,99032,0.00,10.37,,20231128,20991231
A,5003238,30026,0.00,10.37,,20231128,20991231
A,5003238,99065,11.30,0.00,,20231128,20991231
A,5003238,20053,0.00,10.37,,20231128,20991231
D,5003239,40027,0.00,4.70,,20230806,20991231
D,5003239,99032,0.00,4.70,,20230806,20991231
D,5003239,30026,0.00,4.70,,20230806,20991231
D,5003239,99065,5.00,0.00,,20230928,20991231
D,5003239,20053,0.00,4.70,,20230806,20991231
D,5003239,10026,0.00,4.70,,20230806,20991231
D,5003240,99065,7.50,0.00,,20231030,20991231
D,5003240,20053,0.00,7.01,,20231030,20991231
D,5003240,10026,0.00,7.01,,20231030,20991231
D,5003240,99032,0.00,7.01,,20231030,20991231
D,5003240,30026,0.00,7.01,,20231030,20991231
A,5003241,10026,0.00,8.99,,20231128,20991231
A,5003241,99032,0.00,8.99,,20231128,20991231
A,5003241,30026,0.00,8.99,,20231128,20991231
A,5003241,99065,9.80,0.00,,20231128,20991231
A,5003241,40027,0.00,8.99,,20231128,20991231
A,5003241,20053,0.00,8.99,,20231128,20991231
D,5003242,99032,0.00,11.59,,20230329,20991231
D,5003242,30026,0.00,11.59,,20221209,20991231
D,5003242,99065,12.40,0.00,,20230928,20991231
D,5003242,20053,0.00,11.59,,20230124,20991231
D,5003242,10026,0.00,11.59,,20221209,20991231
A,5003243,99065,7.00,0.00,,20231128,20991231
A,5003243,20053,0.00,6.42,,20231128,20991231
A,5003243,10026,0.00,6.42,,20231128,20991231
A,5003243,40027,0.00,6.42,,20231128,20991231
A,5003243,89306,7.00,0.00,,20231128,20991231
A,5003243,99032,0.00,6.42,,20231128,20991231
A,5003243,30026,0.00,6.42,,20231128,20991231
A,5003244,10026,0.00,6.60,,20231128,20991231
A,5003244,40027,0.00,7.34,,20231128,20991231
A,5003244,89306,8.00,0.00,,20231128,20991231
A,5003244,99032,0.00,6.60,,20231128,20991231
A,5003244,30026,0.00,6.60,,20231128,20991231
A,5003244,99065,8.00,0.00,,20231128,20991231
A,5003244,20053,0.00,6.60,,20231128,20991231
A,5003245,99032,0.00,6.06,,20231128,20991231
A,5003245,30026,0.00,6.06,,20231128,20991231
A,5003245,99065,6.60,0.00,,20231128,20991231
A,5003245,20053,0.00,6.06,,20231128,20991231
A,5003245,10026,0.00,6.06,,20231128,20991231
A,5003245,40027,0.00,6.06,,20231128,20991231
A,5003246,99065,7.60,0.00,,20231128,20991231
A,5003246,89306,7.60,0.00,,20231128,20991231
A,5003246,20053,0.00,6.97,,20231128,20991231
A,5003246,10026,0.00,6.97,,20231128,20991231
A,5003246,40027,0.00,6.97,,20231128,20991231
A,5003246,99032,0.00,6.97,,20231128,20991231
A,5003246,30026,0.00,6.97,,20231128,20991231
D,5003247,99065,12.50,0.00,,20230928,20991231
D,5003248,10026,0.00,8.32,,20221209,20991231
D,5003248,99032,0.00,8.32,,20230329,20991231
D,5003248,30026,0.00,8.32,,20221209,20991231
D,5003248,20053,0.00,8.32,,20230124,20991231
D,5003249,99032,0.00,8.32,,20230329,20991231
D,5003249,30026,0.00,8.32,,20221209,20991231
D,5003249,20053,0.00,8.32,,20230124,20991231
D,5003249,10026,0.00,8.32,,20221209,20991231
